전화번호,도로명주소,Latitude,Longitude,사업장명
02-2619-5102,서울특별시 구로구 고척로21길 13,,,24시 명동물병원
02-419-7580,서울특별시 송파구 삼학사로 34,,,이룸동물병원
02-2687-7582,서울특별시 구로구 서해안로 2096,,,클로버 동물병원
02-6949-3575,서울특별시 구로구 경인로 619-3,,,24시 신도림S동물의료센터
220887578,서울특별시 구로구 항동로3길 4,,,항동푸른숲동물병원
861-0075,서울특별시 구로구 구로동로 111-1,,,푸른동물병원
2060-8673,서울특별시 구로구 개봉로 121,,,굿모닝 동물병원
02-2043-7582,서울특별시 송파구 양재대로 1148,,,유앤동물의료원
2615-5014,서울특별시 구로구 고척로 157,,,개봉동물병원
2681-7585,서울특별시 구로구 경인로40길 25,,,한샘동물병원
2686-3939,서울특별시 구로구 개봉로 38-1,,,케이나인종합동물병원
2636-3992,서울특별시 구로구 경인로 661,,,신도림동물병원
859-8775,서울특별시 구로구 구로중앙로34길 30,,,벨라동물병원
02-2060-7512,서울특별시 구로구 천왕로 106,,,안정택동물병원
2619-5102,서울특별시 구로구 남부순환로 775 (개봉동,,,24시 명동물메디컬센터
2619-0888,서울특별시 구로구 개봉로 50,,,개명동물병원
2686-8008,서울특별시 구로구 경인로 196,,,금강종합동물병원
2619-7533,서울특별시 구로구 중앙로 67,,,해피동물병원
02-2611-5223,서울특별시 구로구 오리로 1286,,,365 마음동물병원
267347500,서울특별시 구로구 구일로10길 27,,,허브동물병원
236660204,서울특별시 구로구 중앙로8길 11,,,드림동물병원
2612-3232,서울특별시 구로구 경인로 236,,,오류동물병원
851-1368,서울특별시 구로구 도림로 98,,,사랑동물병원
2631-0085,서울특별시 구로구 경인로 638,,,구로종합동물병원
2066-2579,서울특별시 구로구 오류로 55,,,캥거루 동물병원
02-2135-5866,서울특별시 구로구 중앙로 64,,,올리브동물병원
28685477,서울특별시 구로구 오리로 1271,,,북극곰동물병원
6678-8775,서울특별시 구로구 구로중앙로 134 (구로동,,,쿨펫동물병원
868-7585,서울특별시 구로구 구로동로 159,,,구로종합동물병원
868-9192,서울특별시 구로구 구일로8길 92 (구로동,,,구일동물병원
023666-0204,서울특별시 구로구 중앙로8길 11,,,드림동물병원
6678-8775,서울특별시 구로구 구로중앙로 134 (구로동,,,쿨펫동물병원
2060-0999,서울특별시 구로구 고척로 238 (고척동,,,캐슬동물종합병원
859-7582,서울특별시 구로구 구로중앙로28길 1-1,,,수 동물병원
2060-0999,서울특별시 구로구 고척로 238 (고척동,,,우리동물종합병원
2060-0999,서울특별시 구로구 고척로 238 (고척동,,,캐슬동물종합병원
855-7525,서울특별시 구로구 구일로 110 (구로동,,,해원종합동물병원
2619-5102,서울특별시 구로구 고척로21길 13,,,24시 명 동물병원
2617-5101,서울특별시 구로구 중앙로 101 (고척동,,,명24시동물병원
2631-3263,서울특별시 구로구 경인로 482,,,쿨펫동물병원
2060-0999,서울특별시 구로구 고척로 238 (고척동,,,우리동물종합병원
6346-0075,서울특별시 구로구 경인로59길 7 (신도림동,,,토토동물병원
28567582,서울특별시 구로구 경인로 403,,,고척원동물의료센터
809-0075,서울특별시 금천구 벚꽃로 30,,,금나래동물병원
805-4758,서울특별시 금천구 금하로 745,,,노아동물병원
02-415-7579,서울특별시 송파구 올림픽로 435,,,리오동물병원
804-0975,서울특별시 금천구 금하로 694,,,은행나무종합동물병원
806-8355,서울특별시 금천구 금하로 679,,,조정연동물병원
856-4113,서울특별시 금천구 독산로 272,,,그린동물병원
805-2825,서울특별시 금천구 시흥대로 276,,,파랑새동물병원
28071616,서울특별시 금천구 금하로1라길 35,,,조아동물병원
02-449-8575,서울특별시 송파구 성내천로 229,,,두리동물병원
853-7582,서울특별시 금천구 독산로 348,,,우리동물병원
894-3030,서울특별시 금천구 독산로 58,,,제일종합동물병원
893-7582,서울특별시 금천구 시흥대로 201,,,쿨펫동물병원
02-3281-7582,서울특별시 금천구 독산로85길 40,,,러브펫동물병원
861-7511,서울특별시 금천구 두산로 71,,,아야야동물병원
02-783-7580,서울특별시 영등포구 국제금융로 108,,,여의도동물병원은하점
02-855-8575,서울특별시 금천구 시흥대로 483,,,24시 글로리 동물병원
894-8085,서울특별시 금천구 독산로 188,,,금천동물병원
02-833-8275,서울특별시 영등포구 시흥대로 647,,,아프리카동물병원
02-2676-7582,서울특별시 영등포구 영등포로 85-1,,,24시수동물메디컬센터
02-761-7580,서울특별시 영등포구 여의대방로 417,,,여의도동물병원대교점
2068-7558,서울특별시 영등포구 선유로 59,,,Dr.홍 동물병원
2632-7510,서울특별시 영등포구 영중로 125,,,펫가든동물병원
02-2676-7582,서울특별시 영등포구 영등포로 85-1,,,24시 수동물메디컬센터
2069-0082,서울특별시 영등포구 당산로 42 (문래동3가,,,도그플러스 동물병원
2635-7582,서울특별시 영등포구 양평로 6-1,,,토론토동물병원
2634-7577,서울특별시 영등포구 선유로 104,,,현대 동물병원
832-0081,서울특별시 영등포구 대림로 203,,,초이동물병원
02-831-0075,서울특별시 영등포구 가마산로 449-1,,,다움동물병원
02-835-7572,서울특별시 영등포구 신길로 70,,,신풍동물종합병원
02-832-7975,서울특별시 영등포구 가마산로 442,,,라이프 동물병원
02-2632-2307,서울특별시 영등포구 국회대로54길 10,,,영등포아크로 동물병원
02-2634-8275,서울특별시 영등포구 영중로 15,,,러브펫 동물병원
02-2677-2720,서울특별시 영등포구 선유로 76,,,캣앤캣 고양이 병원
28497582,서울특별시 영등포구 도영로 31,,,도림하나동물병원
02-6933-0113,서울특별시 영등포구 당산로36길 12,,,그림책 읽어주는 동물병원
841-0075,서울특별시 영등포구 영등포로76길 1,,,참 동물병원
02-3667-7780,서울특별시 영등포구 영등포로 184,,,뉴욕동물병원
02-416-7512,서울특별시 송파구 올림픽로35가길 9,,,더 샵 동물메디컬센터
02-848-7975,서울특별시 영등포구 신풍로 77,,,신길 온동물병원
2679-9997,서울특별시 영등포구 영신로 238,,,미소로동물병원
02-835-7975,서울특별시 영등포구 도신로 225-1,,,아람동물병원
02-783-7580,서울특별시 영등포구 국제금융로 108,,,여의도 동물병원
02-834-7582,서울특별시 영등포구 가마산로 324,,,왈츠동물병원
02-2069-0082,서울특별시 영등포구 당산로 42,,,도그플러스동물병원
2633-9991,서울특별시 영등포구 영등포로 131-2,,,영등포동물병원
02-844-7775,서울특별시 영등포구 도신로 252,,,한가람동물의료센터
2632-8687,서울특별시 영등포구 영중로27길 10,,,서울동물병원
833-7554,서울특별시 영등포구 여의대방로 11,,,유석동물병원
786-7582,서울특별시 영등포구 여의동로3길 10,,,I-pet 동물병원
02-832-7505,서울특별시 영등포구 신길로 119,,,시그널동물병원
02-408-5400,서울특별시 송파구 중대로9길 48,,,쿨독동물병원
02-415-7580,서울특별시 송파구 석촌호수로 138,,,잠실준25시동물병원
02-413-7514,서울특별시 송파구 오금로 126,,,호수동물병원
02-409-7533,서울특별시 송파구 오금로 422,,,에버펫 동물병원
2633-9991,서울특별시 영등포구 당산로 96,,,영등포동물병원
833-8275,서울특별시 영등포구 시흥대로 647,,,아프리카동물병원
833-8275,서울특별시 영등포구 시흥대로 647,,,아프리카 동물병원
02-812-7512,서울특별시 동작구 상도로 353,,,상도힐링동물병원
02-2634-8275,서울특별시 영등포구 영중로 15,,,(주)러브펫동물병원
02-2635-7582,서울특별시 영등포구 영중로 145,,,포레스트동물병원
2638-0644,서울특별시 영등포구 대림로 154,,,와우동물병원
831-6817,서울특별시 영등포구 여의대방로39길 33-2,,,인성동물병원
2633-9991,서울특별시 영등포구 당산로 96,,,영등포동물병원
841-8341,서울특별시 영등포구 도신로 106,,,도림동물병원
845-3368,서울특별시 영등포구 신길로 42,,,대림동물병원
070-8126-7582,서울특별시 영등포구 양평로24길 9,,,사랑의 동물병원
2638-0644,서울특별시 영등포구 영신로 22-2 (영등포동,,,강쥐생각동물병원
3775-3757,서울특별시 영등포구 여의대방로68길 15,,,우리동물병원
831-0075,서울특별시 영등포구 시흥대로 649,,,조은동물병원
761-7580,서울특별시 영등포구 여의대방로 417 (여의도동,,,여의도동물병원
2675-0883,서울특별시 영등포구 영중로 145 (영등포동8가,,,프랜드동물병원
02-2675-7557,서울특별시 영등포구 선유로 146,,,사랑동물병원
27837580,서울특별시 영등포구 국제금융로 108,,,여의도동물병원은하점
27617580,서울특별시 영등포구 여의대방로 417,,,여의도동물병원대교점
2671-8275,서울특별시 영등포구 양평로 106,,,선유동물병원
02-2635-2475,서울특별시 영등포구 양평로 5,,,이든동물의료센터
02-761-7580,서울특별시 영등포구 여의대방로 417,,,여의도동물병원대교점
02-521-5775,서울특별시 동작구 사당로 196,,,나을동물병원
02-586-8275,서울특별시 동작구 남부순환로 2051,,,사당동물병원
02-3486-7707,서울특별시 동작구 남부순환로267길 5 (사당동,,,세인트필립 동물병원
02-592-8875,서울특별시 동작구 사당로23나길 30 (사당동,,,이수동물병원
02-817-8172,서울특별시 동작구 상도로 315,,,정겨운동물병원
02-593-8275,서울특별시 동작구 사당로 289,,,굿파파 24시 반려동물건강검진센터
02-813-4567,서울특별시 동작구 흑석한강로 2,,,나무동물병원
02-823-7500,서울특별시 동작구 상도로 262,,,우리아이동물병원
02-812-8275,서울특별시 동작구 상도로31길 87,,,지엔동물병원
02-816-7582,서울특별시 동작구 장승배기로27길 18,,,디아크동물종합병원
02-822-7574,서울특별시 동작구 상도로 171,,,하나사랑동물병원
02-582-7708,서울특별시 동작구 사당로 252,,,동물은내친구
02-3280-7975,서울특별시 동작구 상도로 16,,,보라매웰종합동물병원
02-587-5618,서울특별시 동작구 사당로 180,,,원동물병원
02-595-7582,서울특별시 동작구 동작대로39길 22,,,엘'S동물병원
02-814-7582,서울특별시 동작구 상도로 71,,,동작동물종합병원
02-822-6466,서울특별시 동작구 성대로11길 46,,,김용각동물병원
02-813-9952,서울특별시 동작구 현충로 100,,,중앙동물병원
3472-1188,서울특별시 동작구 사당로 308 (사당동,,,야셀동물병원
02-532-1740,서울특별시 동작구 사당로 229,,,모범동물병원
02-3280-8275,서울특별시 동작구 상도로 214,,,유케어종합동물병원
02-817-0025,서울특별시 동작구 현충로 100,,,흑석동물병원
3472-1188,서울특별시 동작구 동작대로23길 8,,,야셀동물병원
02-816-7579,서울특별시 동작구 상도로 303,,,굿모닝동물병원
02-6053-6052,서울특별시 동작구 흑석한강로 27,,,동물병원스몰빌
02-6368-9490,서울특별시 동작구 현충로 150,,,주포드동물병원
070-4300-3938,서울특별시 동작구 상도로 111,,,캐나다동물병원
02-522-2656,서울특별시 동작구 사당로 284,,,나라동물병원
02-822-3459,서울특별시 동작구 양녕로 184-1 (상도동,,,종합동물병원 Pet Together
816-7579,서울특별시 동작구 상도로 303,,,굿모닝동물병원
587-5618,서울특별시 동작구 사당로 180,,,원동물병원
813-5999,서울특별시 동작구 여의대방로 284,,,플로리다 종합동물병원
592-8875,서울특별시 동작구 사당로23나길 30,,,정금동물병원
813-7579,서울특별시 동작구 상도로 58,,,피닉스동물병원
02-813-5999,서울특별시 동작구 여의대방로 284,,,강남동물병원
02-596-8275,서울특별시 동작구 사당로17길 3,,,다래동물병원
02-822-7582,서울특별시 동작구 성대로1길 24,,,마야네동물병원
02-877-5546,서울특별시 관악구 은천로 97,,,닥터킴 동물병원
02-863-8875,서울특별시 관악구 난곡로 98,,,난향동물병원
02-883-7511,서울특별시 관악구 봉천로 601,,,마음동물병원
02-830-1494,서울특별시 관악구 남부순환로 1531 (신림동,,,동물병원 베를린
883-2733,서울특별시 관악구 남부순환로 1859,,,관악동물병원
02-415-7585,서울특별시 송파구 송파대로 388,,,잠실종합동물병원
02-878-9978,서울특별시 관악구 봉천로 520,,,봉천현대동물병원
02-6959-0759,서울특별시 동작구 만양로 11,,,다정다감동물병원
02-885-2130,서울특별시 관악구 봉천로 239,,,보라매동물병원
02-872-7609,서울특별시 관악구 신림로 265,,,한성동물병원
02-2671-0026,서울특별시 영등포구 당산로 222,,,디오빌 동물병원
02-877-5599,서울특별시 관악구 신림로 157-1,,,신림종합동물병원
02-887-7179,서울특별시 관악구 은천로 121,,,행복한동물병원
02-883-0007,서울특별시 관악구 은천로 85,,,더블유동물병원
02-872-7582,서울특별시 관악구 쑥고개로 57-1,,,비바동물병원
02-6956-2475,서울특별시 관악구 남부순환로 1861,,,24시 굿케어동물의료센터
02-857-7572,서울특별시 관악구 난곡로 223-1,,,늘푸른동물병원
02-837-0837,서울특별시 관악구 조원중앙로 3,,,DS동물병원
02-866-0880,서울특별시 관악구 난곡로 247,,,와우종합동물병원
02-887-2165,서울특별시 관악구 봉천로 236,,,서진동물병원
02-874-7585,서울특별시 관악구 관악로 223,,,프렌즈동물병원
02-868-3931,서울특별시 관악구 남부순환로 1497,,,세계로동물의료센터
02-832-0081,서울특별시 관악구 봉천로 232,,,예일동물병원
02-883-2733,서울특별시 관악구 남부순환로 1859,,,관악동물종합병원
2068-2277,서울특별시 영등포구 선유서로 67,,,애드펫동물병원
02-875-7582,서울특별시 관악구 인헌6길 8,,,비타민동물병원
871-3685,서울특별시 관악구 남부순환로 1929,,,에덴동물병원
883-2733,서울특별시 관악구 남부순환로 1859,,,관악동물종합병원
875-7582,서울특별시 관악구 인헌6길 8,,,한빛동물병원
02-868-3931,서울특별시 관악구 남부순환로 1497,,,세계로동물병원
02-872-7588,서울특별시 관악구 관악로29길 3,,,로잔동물의료센터
873-0075,서울특별시 관악구 호암로 591,,,샘동물병원
02-877-7533,서울특별시 관악구 봉천로 516,,,연세동물병원
02-888-0976,서울특별시 관악구 남부순환로 1964,,,나눔 양한방 동물병원
887-2165,서울특별시 관악구 봉천로 236,,,서진동물병원
02-871-6704,서울특별시 관악구 신림로 138,,,정우동물병원
02-888-8807,서울특별시 관악구 신림로 233,,,서울동물병원
02-880-8661,서울특별시 관악구 관악로 1,,,서울대학교 수의과대학 동물병원
02-873-8400,서울특별시 관악구 은천로 22,,,은천동물병원
02-883-2733,서울특별시 관악구 남부순환로 1859,,,관악동물종합병원
3442-1613,서울특별시 서초구 강남대로83길 23 (반포동,,,21세기동물병원
596-1175,서울특별시 서초구 서초대로 325 (서초동,,,예스동물병원
595-8875,서울특별시 서초구 방배로 269,,,한나동물병원
592-3012,서울특별시 서초구 방배로 269 (방배동,,,삼호동물병원
2201-7502,서울특별시 서초구 사평대로 68,,,치료멍멍 동물의료센터
523-7582,서울특별시 서초구 서초중앙로 99 (서초동,,,열린동물병원
594-2631,서울특별시 서초구 고무래로 10-7 (반포동,,,엔터펫동물병원
585-0087,서울특별시 서초구 효령로 200 (서초동,,,한강동물병원서초점
581-2524,서울특별시 서초구 동작대로 36,,,포포즈동물의료센터
3477-7667,서울특별시 서초구 신반포로 49,,,반포한강동물병원
02-535-3119,서울특별시 서초구 방배로 232,,,헤이븐동물병원 방배서래점
448-1962,서울특별시 서초구 효령로 229,,,아이비동물병원
02-6401-7582,서울특별시 서초구 방배로 28,,,여울동물병원
591-1181,서울특별시 서초구 사평대로 130 (반포동,,,마이펫동물병원
593-8256,서울특별시 서초구 동광로 75,,,방배종합동물병원
584-5990,서울특별시 서초구 남부순환로333길 42,,,바이오-벳
6282-5757,서울특별시 서초구 신반포로 176 (반포동,,,쿨펫동물병원
596-4566,서울특별시 서초구 신반포로 257,,,임갑미동물병원
070-5226-0483,서울특별시 서초구 강남대로12길 23-13,,,도그스데이 동물병원
543-6007,서울특별시 서초구 강남대로 489 (반포동,,,강남동물병원
3477-7667,서울특별시 서초구 신반포로 49 (반포동,,,한강동물병원
534-0516,서울특별시 서초구 신반포로 49 (반포동,,,킴스동물병원
594-0075,서울특별시 서초구 고무래로 90-7 (서초동,,,정원동물병원
546-9539,서울특별시 서초구 주흥길 3,,,우성동물의료센터
591-7582,서울특별시 서초구 신반포로 219 (잠원동,,,코아동물병원
534-9166,서울특별시 서초구 신반포로3길 8 (반포동,,,더독동물병원
02-587-7582,서울특별시 서초구 효령로 229 (서초동,,,서울동물병원
583-7545,서울특별시 서초구 반포대로21길 23,,,엔터펫 종합동물병원
537-0684,서울특별시 서초구 사평대로 80 (반포동,,,한국스템셀동물메디컬센터
523-8275,서울특별시 서초구 서초중앙로 99 (서초동,,,24시열린동물병원
3445-5101,서울특별시 서초구 신반포로47길 18-6 (잠원동,,,한국수의과학연구소부설동물병원
02-577-6125,서울특별시 서초구 매헌로 16,,,이리온 for 몰리스
3444-7828,서울특별시 서초구 사평대로53길 27 (반포동,,,두코동물병원
3447-1357,서울특별시 서초구 신반포로 330 (반포동,,,STAR 동물종합병원
595-6224,서울특별시 서초구 서초대로 3-4,,,야셀동물병원
577-6125,서울특별시 서초구 매헌로 16,,,이리온 for 몰리스
533-2929,서울특별시 서초구 도구로 115-1 (방배동,,,에덴동물병원
537-7412,서울특별시 서초구 반포대로 287,,,신세계 동물병원
476-7541~2,서울특별시 강동구 성안로 170,,,해맑은동물병원
02-6052-8275,서울특별시 서초구 서래로 38,,,서래동물병원
833-0309,서울특별시 영등포구 여의대방로35길 1,,,대방동물병원
25366469,서울특별시 서초구 신반포로 257,,,해뜨는 동물병원 해질녘책방
02-595-8875,서울특별시 서초구 방배로 269,,,한나동물병원
02-574-7582,서울특별시 서초구 태봉로2길 30,,,서초힐스동물병원
597-7522,서울특별시 서초구 방배로 76,,,프렌즈동물병원
02-521-8181,서울특별시 서초구 반포대로 89,,,에이원동물병원
02-577-7475,서울특별시 서초구 마방로6길 18,,,사랑의동물병원
02-577-3690,서울특별시 서초구 동산로 66,,,한 동물병원
02-3444-7509,서울특별시 서초구 강남대로 525-3,,,라파엘동물병원
535-7579,서울특별시 서초구 잠원로 221,,,리즈동물병원
02-3471-0075,서울특별시 서초구 사임당로 151,,,에이비씨(ABC)동물병원
02-3474-7582,서울특별시 서초구 효령로 347,,,서초이음동물병원
02-595-7588,서울특별시 서초구 방배중앙로 198,,,몽마르뜨 동물병원
02-532-5119,서울특별시 서초구 동광로 15,,,헤이븐동물병원
02-424-3662,서울특별시 송파구 송파대로 378,,,송파동물의료센터
593-7667,서울특별시 서초구 방배로 204 (방배동,,,방배한강동물병원
02-582-2186,서울특별시 서초구 방배로34길 12,,,남서울동물병원
582-2357,서울특별시 서초구 효령로57길 4,,,서초동물병원
522-0222,서울특별시 서초구 반포대로 45,,,아델 동물병원
02-2135-9119,서울특별시 서초구 신반포로 162 (반포동,,,헬릭스동물메디컬센터
02-3473-0911,서울특별시 서초구 효령로 95,,,반려동물 의료센터 다울
02-6925-2225,서울특별시 서초구 방배로19길 19,,,서울종합동물병원방배
02-593-7575,서울특별시 서초구 서래로 18,,,이을동물병원
02-586-7501,서울특별시 서초구 효령로 384,,,메디펫 동물병원
581-5500,서울특별시 서초구 서초대로 124,,,동물제중원금손이 동물병원
02-585-0087,서울특별시 서초구 효령로 214,,,다니엘동물병원
02-3476-7522,서울특별시 서초구 반포대로 287,,,두리종합동물병원
25219010,서울특별시 서초구 방배로 119,,,디아나동물병원
02-533-5505,서울특별시 서초구 나루터로 37,,,이상록동물병원
596-1175,서울특별시 서초구 서초대로 325 (서초동,,,교대동물병원
02-3476-3535,서울특별시 서초구 사평대로45길 10-25,,,반포자이동물병원
02-574-0511,서울특별시 서초구 헌릉로8길 10-12,,,하나동물병원
577-6125,서울특별시 서초구 매헌로 16,,,이리온 양재점
476-7582,서울특별시 강동구 양재대로 1601,,,명성동물병원
3472-8275,서울특별시 서초구 사임당로 139,,,서이동물병원
02-578-7572,서울특별시 서초구 바우뫼로7길 8,,,우면동물병원
534-9773,서울특별시 서초구 방배중앙로 149,,,수동물병원
02-2039-8900,서울특별시 강북구 덕릉로 133,,,마인동물의료센터
02-537-0075,서울특별시 서초구 서초중앙로 245,,,신반포종합동물병원
534-3475,서울특별시 서초구 잠원로 24 (반포동,,,24시예스동물병원
02-575-0855,서울특별시 서초구 논현로 173,,,레스펫동물병원
593-1045,서울특별시 서초구 강남대로 631,,,유림동물안과병원
02-588-7511,서울특별시 서초구 서초중앙로 72,,,서초M동물의료센터
3473-7582,서울특별시 서초구 사임당로 99 (서초동,,,우리들의동물병원
02-3474-7582,서울특별시 서초구 효령로 347,,,다스림 양한방 동물병원
02-537-7412,서울특별시 서초구 신반포로 143,,,신세계동물병원
583-7582,서울특별시 서초구 강남대로 196 (양재동,,,(주)아크리스동물병원
593-8238,서울특별시 서초구 방배로 232,,,이성환동물병원
579-1932,서울특별시 서초구 바우뫼로 179,,,이강남동물병원
02-575-0750,서울특별시 서초구 태봉로 62,,,햇살아래 동물병원
02-583-7545,서울특별시 서초구 효령로49길 52 (서초동,,,엔터펫동물병원
554-8875,서울특별시 강남구 언주로 314,,,도곡종합동물병원
545-0075,서울특별시 강남구 도산대로 309,,,치료멍멍동물병원
02-3472-1188,서울특별시 서초구 방배천로8길 34,,,이삭동물병원
02-424-2955,서울특별시 송파구 삼학사로 75,,,하트동물메디컬센터
02-3443-8275,서울특별시 강남구 선릉로 620,,,닥터펫동물의료센터
549-7579,서울특별시 강남구 압구정로 134,,,가로수동물병원
02-575-7581,서울특별시 강남구 논현로10길 14,,,한 동물병원
02-3445-7275,서울특별시 강남구 영동대로 708,,,일마레 동물 메디컬 센터
02-555-6835,서울특별시 강남구 역삼로 459,,,원동물병원
02-549-7582,서울특별시 강남구 논현로 621,,,충현동물병원
02-540-6303,서울특별시 강남구 압구정로 332 (신사동,,,압구정메이트동물병원
02-529-7587,서울특별시 강남구 언주로30길 21,,,그레이동물병원 강남점
02-577-7582,서울특별시 강남구 개포로 243,,,나은동물병원
02-583-7582,서울특별시 강남구 봉은사로104길 10,,,아크리스동물의료센터
02-569-7582,서울특별시 강남구 도곡로51길 4,,,24시OK동물병원
556-7588,서울특별시 강남구 남부순환로 2911-1,,,래이동물의료센터
02-413-0075,서울특별시 송파구 오금로 247,,,가락종합동물병원
02-548-5466,서울특별시 강남구 학동로 413 (청담동,,,굿모닝동물병원
573-7582,서울특별시 강남구 논현로 70,,,개포별빛동물병원
02-541-7515,서울특별시 강남구 삼성로 614,,,24시 청담우리 동물병원
554-7582,서울특별시 강남구 삼성로 14,,,스마트동물병원
514-7582,서울특별시 강남구 봉은사로 205,,,강남동물병원
02-566-8211,서울특별시 강남구 역삼로 426,,,서울동물의료센터
574-7533,서울특별시 강남구 선릉로 806,,,이안동물의학센터(청담점)
568-7975,서울특별시 강남구 역삼로 235,,,위너스 동물병원
512-2575,서울특별시 강남구 삼성로 573,,,마이펫동물의료센터
02-335-3333,서울특별시 강남구 학동로81길 9,,,우리동생 동물병원
02-451-7582,서울특별시 강남구 일원로9길 74,,,임재성동물의료센터
02-566-5852,서울특별시 강남구 역삼로 138,,,하나카동물병원
02-549-9773,서울특별시 강남구 압구정로 151,,,튼튼동물병원
445-7588,서울특별시 강남구 자곡로 114,,,자곡퍼스트동물의료센터
02-2202-0075,서울특별시 송파구 백제고분로 161,,,위드펫종합동물병원
02-443-8973,서울특별시 송파구 동남로 318,,,김민재동물병원
02-561-3375,서울특별시 강남구 도곡로 115,,,아이힐 동물병원
02-572-2772,서울특별시 강남구 선릉로4길 13,,,디아동물병원
515-0275,서울특별시 강남구 압구정로 228,,,열린종합동물병원
02-545-4975,서울특별시 강남구 논현로 813,,,에이드동물병원
3446-8253,서울특별시 강남구 학동로6길 7,,,와이즈24시 동물병원
02-554-7505,서울특별시 강남구 논현로 515,,,닥터박동물병원
02-556-0975,서울특별시 강남구 선릉로 412,,,주주동물종합병원
511-6364,서울특별시 강남구 논현로86길 22,,,백산동물병원
02-354-9990,서울특별시 은평구 응암로 278,,,서울은내과동물병원
02-401-0075,서울특별시 송파구 오금로 498,,,노아동물병원
02-577-7579,서울특별시 강남구 삼성로 11,,,다랑동물병원
02-459-7515,서울특별시 강남구 밤고개로 223,,,얼바인동물병원
02-541-2651,서울특별시 강남구 선릉로 636,,,퍼피즌동물병원
02-3412-7582,서울특별시 강남구 개포로 512 (개포동,,,개포동물병원
02-576-8275,서울특별시 강남구 개포로 260,,,자연동물병원
02-459-5955,서울특별시 강남구 광평로 196,,,수서동물병원
02-543-4037,서울특별시 강남구 도산대로50길 13,,,청담동물병원
02-501-8275,서울특별시 강남구 도곡로 520,,,대치동물메디컬센터
02-2237-7582,서울특별시 강남구 삼성로133길 7,,,놀로동물행동클리닉
02-576-1239,서울특별시 강남구 도곡로 174,,,강남다온동물병원
3443-0275,서울특별시 강남구 압구정로 108 (신사동,,,압구정웰동물병원
557-1555,서울특별시 강남구 선릉로 533,,,선릉동물병원
02-572-9300,서울특별시 강남구 남부순환로 2737,,,우리집동물병원
02-3442-3785,서울특별시 강남구 강남대로118길 47,,,논현동물병원
02-547-7588,서울특별시 강남구 압구정로 226,,,압구정동물의료센터
02-562-7582,서울특별시 강남구 논현로 416,,,24시SNC동물메디컬센터
02-6951-4327,서울특별시 강남구 압구정로29길 68,,,봄사랑 동물병원
02-454-8275,서울특별시 강남구 봉은사로57길 59,,,혜민동물병원
6053-6052,서울특별시 강남구 일원로14길 25,,,수정동물병원
02-511-2842,서울특별시 강남구 선릉로 756,,,이비치 동물치과병원
445-7579,서울특별시 강남구 헌릉로 569,,,마더스동물병원
569-7582,서울특별시 강남구 선릉로 338,,,24시 OK동물병원
572-9975,서울특별시 강남구 선릉로 42,,,개포베스트동물병원
02-545-8575,서울특별시 강남구 학동로 235,,,강남25동물병원
583-7582,서울특별시 강남구 학동로 138,,,아크리스 동물의료센터
518-7500,서울특별시 강남구 강남대로 536,,,영동동물병원
565-5791,서울특별시 강남구 선릉로66길 5 (대치동,,,21세기종합동물병원
546-2999,서울특별시 강남구 강남대로118길 60,,,카디오 동물의료병원
508-5575,서울특별시 강남구 영동대로 217,,,하나동물병원
554-8875,서울특별시 강남구 언주로 314,,,도곡종합동물병원
569-7582,서울특별시 강남구 선릉로 338 (대치동,,,24시 OK 동물병원
547-4426,서울특별시 강남구 삼성로 642 (삼성동,,,마이펫 하우스 동물병원
549-5973,서울특별시 강남구 도산대로 425 (청담동,,,닥터신 동물병원
544-1672,서울특별시 강남구 도산대로 523,,,파랑새청담종합동물병원
555-2272,서울특별시 강남구 남부순환로 2912,,,라온펫동물의료센터
549-4505,서울특별시 강남구 도산대로 138,,,24시 신사동물병원
542-9273,서울특별시 강남구 선릉로 620,,,닥터펫동물의료센타
02-549-0275,서울특별시 강남구 도산대로 213,,,스마트동물병원(신사본점)
3017-7582,서울특별시 강남구 남부순환로 2804 (도곡동,,,닥터그레이동물병원
508-5575,서울특별시 강남구 영동대로 217,,,하나동물병원
3442-7560,서울특별시 강남구 강남대로132길 48,,,싼타힐
541-7588,서울특별시 강남구 도산대로 312 (논현동,,,그레이시 동물병원
579-2474,서울특별시 강남구 강남대로 272,,,24시양재동물병원
568-2090,서울특별시 강남구 도곡로37길 20 (역삼동,,,오래오래동물병원
02-545-0075,서울특별시 강남구 도산대로 309,,,치료멍멍동물병원
02-548-5466,서울특별시 강남구 학동로 413,,,굿모닝 동물병원
02-541-7515,서울특별시 강남구 삼성로 654 (삼성동,,,청담우리동물병원
02-512-2575,서울특별시 강남구 봉은사로 477 (삼성동,,,마이펫하우스동물병원
34430275,서울특별시 강남구 압구정로 108,,,압구정신24동물병원
544-5042,서울특별시 강남구 봉은사로 307,,,안세동물병원
2051-0075,서울특별시 강남구 논현로 337,,,디앤씨동물병원
2202-3678,서울특별시 강남구 삼성로135길 41 (청담동,,,홈케어 동물병원
02-3442-5554,서울특별시 강남구 학동로6길 18,,,그레이스동물병원
02-541-1966,서울특별시 강남구 도산대로 309 (신사동,,,치료멍멍한방병원
02-445-7582,서울특별시 강남구 광평로31길 27 (수서동,,,수서동물병원
02-3443-8275,서울특별시 강남구 선릉로 620,,,닥터펫동물병원
508-7534,서울특별시 강남구 도곡로13길 5 (역삼동,,,나래동물병원
